"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.01","51.12","CALGARY INTL A","3031092","2022-08-28","2022","08","28","","22.4","","10.5","","16.5","","1.5","","0.0","","0.0","T","0.0","","0.0","T","","","28","","40",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-08-29","2022","08","29","","27.7","","9.4","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","27","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-08-30","2022","08","30","","30.5","","12.6","","21.6","","0.0","","3.6","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-08-31","2022","08","31","","32.0","","14.5","","23.3","","0.0","","5.3","","0.0","","0.0","","0.0","","","","27","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-01","2022","09","01","","26.8","","15.2","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","5","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-02","2022","09","02","","30.5","","10.6","","20.6","","0.0","","2.6","","0.0","","0.0","","0.0","","","","18","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-03","2022","09","03","","32.7","","11.9","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-04","2022","09","04","","31.8","","17.0","","24.4","","0.0","","6.4","","0.0","","0.0","","0.0","","","","28","","49",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-05","2022","09","05","","23.7","","10.9","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","35","","53",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-06","2022","09","06","","23.1","","5.5","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","","","14","","47",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-07","2022","09","07","","29.4","","9.1","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","","","2","","55",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-08","2022","09","08","","16.8","","9.3","","13.1","","4.9","","0.0","","1.2","","0.0","","1.2","","","","35","","40",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-09","2022","09","09","","16.5","","6.4","","11.5","","6.5","","0.0","","1.8","","0.0","","1.8","","","","32","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-10","2022","09","10","","26.0","","4.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-11","2022","09","11","","28.9","","8.7","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","29","","40",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-12","2022","09","12","","20.0","","11.1","","15.6","","2.4","","0.0","","0.0","T","0.0","","0.0","T","","","17","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-13","2022","09","13","","20.1","","10.2","","15.2","","2.8","","0.0","","0.0","T","0.0","","0.0","T","","","20","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-14","2022","09","14","","21.1","","9.5","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","","","1","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-15","2022","09","15","","22.9","","7.5","","15.2","","2.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-16","2022","09","16","","22.1","","7.8","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-17","2022","09","17","","17.8","","6.7","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","31","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-18","2022","09","18","","18.3","","2.5","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-19","2022","09","19","","12.7","","4.1","","8.4","","9.6","","0.0","","7.8","","0.0","","7.8","","","","35","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-20","2022","09","20","","13.7","","1.6","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","","","33","","34",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-21","2022","09","21","","16.7","","-0.1","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","16","","51",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-22","2022","09","22","","17.5","","4.0","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","","","18","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-23","2022","09","23","","19.6","","5.3","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","28","","53",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-24","2022","09","24","","21.7","","9.8","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","31","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-25","2022","09","25","","22.9","","3.9","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-26","2022","09","26","","25.0","","6.3","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","15","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-27","2022","09","27","","27.3","","8.8","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","33","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-28","2022","09","28","","28.2","","7.9","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-29","2022","09","29","","22.1","","9.6","","15.9","","2.1","","0.0","","0.0","T","0.0","","0.0","T","","","34","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-09-30","2022","09","30","","16.3","","9.6","","13.0","","5.0","","0.0","","0.0","T","0.0","","0.0","T","","","33","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-01","2022","10","01","","22.0","","5.4","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","","","14","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-02","2022","10","02","","23.6","","5.0","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-03","2022","10","03","","23.4","","6.8","","15.1","","2.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-04","2022","10","04","","23.2","","6.8","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-05","2022","10","05","","18.3","","3.9","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","8","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-06","2022","10","06","","16.4","","2.0","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","","","15","","31",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-07","2022","10","07","","20.8","","3.1","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-08","2022","10","08","","22.6","","3.7","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-09","2022","10","09","","20.2","","5.1","","12.7","","5.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-10","2022","10","10","","22.2","","5.2","","13.7","","4.3","","0.0","","3.4","","0.0","","3.4","","","","1","","68",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-11","2022","10","11","","13.8","","2.6","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","","","35","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-12","2022","10","12","","13.6","","2.8","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","","","32","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-13","2022","10","13","","21.3","","-0.4","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-14","2022","10","14","","19.8","","6.5","","13.2","","4.8","","0.0","","0.0","T","0.0","","0.0","T","","","35","","62",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-15","2022","10","15","","16.3","","1.8","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-16","2022","10","16","","19.4","","2.7","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-17","2022","10","17","","25.4","","3.8","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-18","2022","10","18","","24.4","","3.4","","13.9","","4.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-19","2022","10","19","","24.9","","2.8","","13.9","","4.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-20","2022","10","20","","19.8","","5.8","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","36","","68",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-21","2022","10","21","","6.2","","0.9","","3.6","","14.4","","0.0","","2.2","","0.0","","2.2","","0","T","34","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-22","2022","10","22","","1.0","","-0.3","","0.4","","17.6","","0.0","","0.0","","21.0","","20.6","","8","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-23","2022","10","23","","2.4","","-4.1","","-0.9","","18.9","","0.0","","0.0","","3.2","","3.1","","11","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-24","2022","10","24","","6.5","","-5.6","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","10","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-25","2022","10","25","","4.4","","-4.2","","0.1","","17.9","","0.0","","0.0","","0.0","","0.0","","6","","32","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-26","2022","10","26","","9.0","","-4.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","5","","27","","49",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-27","2022","10","27","","13.0","","2.4","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","3","","27","","74",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-28","2022","10","28","","12.3","","-0.3","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","1","","27","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-29","2022","10","29","","12.4","","-1.9","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","","","23","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-30","2022","10","30","","13.4","","3.0","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","0","T","26","","72",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-10-31","2022","10","31","","8.3","","0.2","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","","","18","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-01","2022","11","01","","3.4","","-3.6","","-0.1","","18.1","","0.0","","0.0","","4.5","","4.5","","0","T","31","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-02","2022","11","02","","-3.4","","-9.2","","-6.3","","24.3","","0.0","","0.0","","6.4","","6.4","","4","","34","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-03","2022","11","03","","-0.8","","-14.3","","-7.6","","25.6","","0.0","","0.0","","0.0","","0.0","","","","28","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-04","2022","11","04","","4.1","","-4.6","","-0.3","","18.3","","0.0","","0.0","","0.0","T","0.0","T","3","","27","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-05","2022","11","05","","-1.4","","-10.4","","-5.9","","23.9","","0.0","","0.0","","1.0","","3.9","","3","","34","","68",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-06","2022","11","06","","-10.4","","-15.0","","-12.7","","30.7","","0.0","","0.0","","2.1","","2.9","","9","","33","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-07","2022","11","07","","-15.0","","-18.9","","-17.0","","35.0","","0.0","","0.0","","9.8","","9.2","","11","","33","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-08","2022","11","08","","-15.3","","-21.9","","-18.6","","36.6","","0.0","","0.0","","0.0","","0.0","","19","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-09","2022","11","09","","-15.5","","-22.6","","-19.1","","37.1","","0.0","","0.0","","0.0","T","0.0","T","19","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-10","2022","11","10","","-5.1","","-20.5","","-12.8","","30.8","","0.0","","0.0","","0.0","","0.0","","16","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-11","2022","11","11","","0.4","","-14.2","","-6.9","","24.9","","0.0","","0.0","","0.0","","0.0","","13","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-12","2022","11","12","","-0.4","","-12.7","","-6.6","","24.6","","0.0","","0.0","","0.0","T","0.0","T","10","","35","","34",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-13","2022","11","13","","3.5","","-11.7","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","11","","33","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-14","2022","11","14","","2.4","","-7.6","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","10","","33","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-15","2022","11","15","","5.9","","-7.2","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","","","32","","56",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-16","2022","11","16","","0.5","","-7.2","","-3.4","","21.4","","0.0","","0.0","","0.0","T","0.0","T","7","E","36","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-17","2022","11","17","","-6.1","","-13.2","","-9.7","","27.7","","0.0","","0.0","","0.0","","0.0","","5","","34","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-18","2022","11","18","","1.0","","-11.1","","-5.1","","23.1","","0.0","","0.0","","0.0","","0.0","","4","","32","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-19","2022","11","19","","8.3","","-12.5","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","6","","28","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-20","2022","11","20","","5.2","","-5.4","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","5","","30","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-21","2022","11","21","","9.3","","-6.0","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","5","","28","","51",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-22","2022","11","22","","10.2","","1.8","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","4","","27","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-23","2022","11","23","","6.9","","-1.5","","2.7","","15.3","","0.0","","0.0","","0.0","T","0.0","T","3","","35","","53",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-24","2022","11","24","","11.3","","-0.4","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","3","","28","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-25","2022","11","25","","12.4","","-0.2","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","2","","26","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-26","2022","11","26","","5.5","","-4.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","1","","26","","69",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-27","2022","11","27","","3.7","","-10.8","","-3.6","","21.6","","0.0","","0.0","","1.4","","1.4","","1","","35","","64",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-28","2022","11","28","","-10.3","","-14.2","","-12.3","","30.3","","0.0","","0.0","","0.0","T","0.0","T","2","","33","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-29","2022","11","29","","-14.2","","-18.4","","-16.3","","34.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","34","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-11-30","2022","11","30","","-15.9","","-20.4","","-18.2","","36.2","","0.0","","0.0","","4.2","","4.2","","1","","35","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-01","2022","12","01","","-20.1","","-24.0","","-22.1","","40.1","","0.0","","0.0","","1.6","","1.6","","4","","33","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-02","2022","12","02","","-15.4","","-24.6","","-20.0","","38.0","","0.0","","0.0","","0.0","","0.0","","6","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-03","2022","12","03","","0.0","","-19.2","","-9.6","","27.6","","0.0","","0.0","","0.0","","0.0","","6","","27","","47",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-04","2022","12","04","","2.0","","-7.0","","-2.5","","20.5","","0.0","","0.0","","0.8","","0.6","","6","","28","","57",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-05","2022","12","05","","-6.9","","-19.5","","-13.2","","31.2","","0.0","","0.0","","6.0","","5.4","","8","","1","","57",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-06","2022","12","06","","-19.5","","-22.9","","-21.2","","39.2","","0.0","","0.0","","3.7","","3.5","","11","","17","","31",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-07","2022","12","07","","3.8","","-22.4","","-9.3","","27.3","","0.0","","0.0","","0.0","","0.0","","13","","27","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-08","2022","12","08","","1.1","","-10.5","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","9","","28","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-09","2022","12","09","","1.7","","-12.3","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","7","","27","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-10","2022","12","10","","-3.1","","-13.5","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","6","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-11","2022","12","11","","-7.4","","-16.4","","-11.9","","29.9","","0.0","","0.0","","0.0","","0.0","","6","","34","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-12","2022","12","12","","-9.7","","-15.6","","-12.7","","30.7","","0.0","","0.0","","0.0","","0.0","","6","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-13","2022","12","13","","2.2","","-16.3","","-7.1","","25.1","","0.0","","0.0","","0.0","T","0.0","T","6","","36","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-14","2022","12","14","","-0.2","","-12.9","","-6.6","","24.6","","0.0","","0.0","","0.0","","0.0","","5","","35","","53",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-15","2022","12","15","","-0.4","","-13.5","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","5","","34","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-16","2022","12","16","","1.4","","-12.0","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","5","","32","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-17","2022","12","17","","-2.8","","-21.5","","-12.2","","30.2","","0.0","","0.0","","7.2","","1.6","","6","","3","","60",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-18","2022","12","18","","-20.7","","-24.9","","-22.8","","40.8","","0.0","","0.0","","1.4","","1.1","","6","","35","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-19","2022","12","19","","-24.6","","-30.4","","-27.5","","45.5","","0.0","","0.0","","0.0","","0.0","","7","","34","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-20","2022","12","20","","-28.1","","-32.2","","-30.2","","48.2","","0.0","","0.0","","1.8","","1.8","","7","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-21","2022","12","21","","-26.6","","-31.5","","-29.1","","47.1","","0.0","","0.0","","0.2","","0.2","","9","","34","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-22","2022","12","22","","-22.9","","-31.6","","-27.3","","45.3","","0.0","","0.0","","0.0","","0.0","","7","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-23","2022","12","23","","-18.4","","-28.0","","-23.2","","41.2","","0.0","","0.0","","2.4","","2.0","","7","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-24","2022","12","24","","5.4","","-22.1","","-8.4","","26.4","","0.0","","0.0","","0.0","T","0.0","T","9","","29","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-25","2022","12","25","","5.7","","-9.6","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","","","30","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-26","2022","12","26","","10.0","","-4.2","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","9","","27","","53",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-27","2022","12","27","","4.9","","-2.0","","1.5","","16.5","","0.0","","0.3","","0.0","","0.3","","6","","12","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-28","2022","12","28","","-1.9","","-7.7","","-4.8","","22.8","","0.0","","0.0","","1.0","","1.0","","4","","35","","31",""
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-29","2022","12","29","","-3.6","","-11.0","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","5","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-30","2022","12","30","","2.2","","-7.4","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","5","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2022-12-31","2022","12","31","","1.8","","-10.4","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","4","","","M","","M"
