"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.01","51.12","CALGARY INTL A","3031092","2019-05-28","2019","05","28","","22.1","","6.0","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-05-29","2019","05","29","","26.7","","5.9","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-05-30","2019","05","30","","24.3","","11.5","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","33","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-05-31","2019","05","31","","21.9","","10.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","33","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-01","2019","06","01","","27.7","","7.8","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","","","22","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-02","2019","06","02","","26.3","","11.0","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","1","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-03","2019","06","03","","24.9","","11.6","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","35","","72",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-04","2019","06","04","","23.4","","8.6","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","35","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-05","2019","06","05","","22.7","","6.9","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","","","18","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-06","2019","06","06","","17.8","","7.9","","12.9","","5.1","","0.0","","4.6","","0.0","","4.6","","","","35","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-07","2019","06","07","","8.3","","2.9","","5.6","","12.4","","0.0","","15.2","","0.0","","15.2","","","","35","","65",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-08","2019","06","08","","14.1","","4.1","","9.1","","8.9","","0.0","","4.9","","0.0","T","4.9","","","","34","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-09","2019","06","09","","19.6","","2.9","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","6","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-10","2019","06","10","","19.5","","6.8","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","1","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-11","2019","06","11","","21.4","","6.6","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-12","2019","06","12","","25.3","","9.1","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","21","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-13","2019","06","13","","27.9","","13.6","","20.8","","0.0","","2.8","","3.0","","0.0","","3.0","","","","2","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-14","2019","06","14","","19.5","","12.2","","15.9","","2.1","","0.0","","2.0","","0.0","","2.0","","","","34","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-15","2019","06","15","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","33","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-16","2019","06","16","","22.3","","7.7","","15.0","","3.0","","0.0","","1.0","","0.0","","1.0","","","","33","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-17","2019","06","17","","","M","","M","","M","","M","","M","4.1","","0.0","","4.1","","","","16","","55",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-18","2019","06","18","","","M","","M","","M","","M","","M","0.6","","0.0","","0.6","","","","34","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-19","2019","06","19","","","M","","M","","M","","M","","M","10.6","","0.0","","10.6","","","","35","","55",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-20","2019","06","20","","12.0","","5.7","","8.9","","9.1","","0.0","","6.6","","0.0","","6.6","","","","32","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-21","2019","06","21","","12.1","","5.3","","8.7","","9.3","","0.0","","53.8","","0.0","","53.8","","","","34","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-22","2019","06","22","","20.1","","7.9","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","1","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-23","2019","06","23","","18.1","","10.3","","14.2","","3.8","","0.0","","4.4","","0.0","","4.4","","","","34","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-24","2019","06","24","","18.9","","8.9","","13.9","","4.1","","0.0","","0.8","","0.0","","0.8","","","","35","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-25","2019","06","25","","18.0","","9.0","","13.5","","4.5","","0.0","","0.8","","0.0","","0.8","","","","32","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-26","2019","06","26","","21.5","","8.4","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","17","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-27","2019","06","27","","16.2","","8.9","","12.6","","5.4","","0.0","","21.8","","0.0","","21.8","","","","9","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-28","2019","06","28","","21.9","","5.6","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","24","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-29","2019","06","29","","20.9","","7.2","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","28","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-06-30","2019","06","30","","21.8","","9.0","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-01","2019","07","01","","25.1","","8.9","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","36","","80",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-02","2019","07","02","","18.1","","7.0","","12.6","","5.4","","0.0","","2.4","","0.0","","2.4","","","","31","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-03","2019","07","03","","18.2","","7.6","","12.9","","5.1","","0.0","","1.4","","0.0","","1.4","","","","4","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-04","2019","07","04","","11.4","","8.8","","10.1","","7.9","","0.0","","24.2","","0.0","","24.2","","","","3","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-05","2019","07","05","","14.4","","8.4","","11.4","","6.6","","0.0","","3.9","","0.0","","3.9","","","","13","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-06","2019","07","06","","","M","","M","","M","","M","","M","3.0","","0.0","","3.0","","","","21","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-07","2019","07","07","","20.7","","9.6","","15.2","","2.8","","0.0","","2.6","","0.0","","2.6","","","","21","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-08","2019","07","08","","19.1","","10.4","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-09","2019","07","09","","21.5","","10.8","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","16","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-10","2019","07","10","","25.6","","11.9","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","11","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-11","2019","07","11","","22.9","","12.2","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","30","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-12","2019","07","12","","25.3","","11.7","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","12","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-13","2019","07","13","","24.7","","13.1","","18.9","","0.0","","0.9","","0.4","","0.0","","0.4","","","","34","","81",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-14","2019","07","14","","23.1","","10.6","","16.9","","1.1","","0.0","","2.6","","0.0","","2.6","","","","30","","65",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-15","2019","07","15","","22.1","","9.0","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","21","","55",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-16","2019","07","16","","19.6","","11.5","","15.6","","2.4","","0.0","","21.5","","0.0","","21.5","","","","31","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-17","2019","07","17","","22.8","","8.7","","15.8","","2.2","","0.0","","7.0","","0.0","","7.0","","","","23","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-18","2019","07","18","","19.6","","9.3","","14.5","","3.5","","0.0","","0.8","","0.0","","0.8","","","","33","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-19","2019","07","19","","15.2","","7.7","","11.5","","6.5","","0.0","","2.4","","0.0","","2.4","","","","29","","55",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-20","2019","07","20","","18.8","","10.2","","14.5","","3.5","","0.0","","8.0","","0.0","","8.0","","","","32","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-21","2019","07","21","","22.2","","7.6","","14.9","","3.1","","0.0","","0.0","","0.0","","0.0","","","","15","","76",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-22","2019","07","22","","26.2","","10.0","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-23","2019","07","23","","30.4","","14.1","","22.3","","0.0","","4.3","","1.2","","0.0","","1.2","","","","4","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-24","2019","07","24","","23.6","","13.7","","18.7","","0.0","","0.7","","2.1","","0.0","","2.1","","","","27","","78",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-25","2019","07","25","","26.1","","14.3","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","28","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-26","2019","07","26","","27.9","","9.4","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","15","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-27","2019","07","27","","28.4","","15.4","","21.9","","0.0","","3.9","","0.0","","0.0","","0.0","","","","30","","93",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-28","2019","07","28","","22.0","","12.8","","17.4","","0.6","","0.0","","0.0","T","0.0","","0.0","T","","","34","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-29","2019","07","29","","23.4","","9.8","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-30","2019","07","30","","25.8","","10.9","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","34","","55",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-07-31","2019","07","31","","25.4","","10.5","","18.0","","0.0","","0.0","","0.0","T","0.0","","0.0","T","","","16","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-01","2019","08","01","","26.4","","12.6","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","33","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-02","2019","08","02","","30.4","","12.0","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","","","20","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-03","2019","08","03","","24.2","","13.7","","19.0","","0.0","","1.0","","0.0","T","0.0","","0.0","T","","","35","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-04","2019","08","04","","24.3","","10.3","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","29","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-05","2019","08","05","","26.6","","10.3","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","34","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-06","2019","08","06","","20.7","","12.3","","16.5","","1.5","","0.0","","4.9","","0.0","","4.9","","","","3","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-07","2019","08","07","","23.2","","11.1","","17.2","","0.8","","0.0","","1.6","","0.0","","1.6","","","","17","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-08","2019","08","08","","28.9","","12.5","","20.7","","0.0","","2.7","","0.0","","0.0","","0.0","","","","29","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-09","2019","08","09","","18.4","","10.7","","14.6","","3.4","","0.0","","1.2","","0.0","","1.2","","","","35","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-10","2019","08","10","","14.1","","10.1","","12.1","","5.9","","0.0","","1.2","","0.0","","1.2","","","","14","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-11","2019","08","11","","17.1","","10.1","","13.6","","4.4","","0.0","","1.2","","0.0","","1.2","","","","15","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-12","2019","08","12","","14.6","","11.8","","13.2","","4.8","","0.0","","2.4","","0.0","","2.4","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-13","2019","08","13","","21.1","","11.7","","16.4","","1.6","","0.0","","9.0","","0.0","","9.0","","","","30","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-14","2019","08","14","","22.5","","11.1","","16.8","","1.2","","0.0","","3.6","","0.0","","3.6","","","","3","","68",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-15","2019","08","15","","24.8","","11.9","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","26","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-16","2019","08","16","","19.3","","8.8","","14.1","","3.9","","0.0","","11.0","","0.0","","11.0","","","","34","","55",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-17","2019","08","17","","18.5","","6.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-18","2019","08","18","","25.0","","11.1","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","9","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-19","2019","08","19","","19.5","","7.5","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","36","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-20","2019","08","20","","25.9","","9.7","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","","","15","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-21","2019","08","21","","31.4","","11.4","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","17","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-22","2019","08","22","","23.0","","11.5","","17.3","","0.7","","0.0","","12.1","","0.0","","12.1","","","","1","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-23","2019","08","23","","24.4","","10.8","","17.6","","0.4","","0.0","","1.5","","0.0","","1.5","","","","17","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-24","2019","08","24","","23.1","","9.6","","16.4","","1.6","","0.0","","0.2","","0.0","","0.2","","","","34","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-25","2019","08","25","","18.7","","7.6","","13.2","","4.8","","0.0","","1.6","","0.0","","1.6","","","","2","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-26","2019","08","26","","16.9","","8.5","","12.7","","5.3","","0.0","","0.8","","0.0","","0.8","","","","30","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-27","2019","08","27","","23.2","","4.4","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-28","2019","08","28","","19.3","","12.6","","16.0","","2.0","","0.0","","","M","","M","0.2","","","","6","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-29","2019","08","29","","21.1","","10.9","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","11","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-30","2019","08","30","","21.8","","7.7","","14.8","","3.2","","0.0","","","M","","M","1.0","","","","1","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-08-31","2019","08","31","","18.6","","7.4","","13.0","","5.0","","0.0","","","M","","M","6.0","","","","3","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-01","2019","09","01","","16.7","","11.2","","14.0","","4.0","","0.0","","","M","","M","3.6","","","","34","","55",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02","2019","09","02","","21.4","","10.6","","16.0","","2.0","","0.0","","","M","","M","3.0","","","","1","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03","2019","09","03","","25.2","","7.0","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04","2019","09","04","","24.9","","10.7","","17.8","","0.2","","0.0","","","M","","M","0.0","T","","","32","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05","2019","09","05","","22.2","","10.3","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","","","36","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06","2019","09","06","","19.1","","9.2","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","","","17","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07","2019","09","07","","25.6","","10.4","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","17","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-08","2019","09","08","","16.1","","11.8","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","35","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-09","2019","09","09","","11.7","","7.0","","9.4","","8.6","","0.0","","","M","","M","7.5","","","","9","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-10","2019","09","10","","9.5","","6.0","","7.8","","10.2","","0.0","","","M","","M","8.6","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-11","2019","09","11","","15.9","","6.8","","11.4","","6.6","","0.0","","","M","","M","0.6","","","","13","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-12","2019","09","12","","21.2","","5.1","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","19","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-13","2019","09","13","","19.7","","9.1","","14.4","","3.6","","0.0","","0.0","","0.0","","0.0","","","","29","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-14","2019","09","14","","20.6","","7.3","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-15","2019","09","15","","22.8","","12.2","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","22","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-16","2019","09","16","","20.3","","8.8","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","","","5","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-17","2019","09","17","","18.1","","8.6","","13.4","","4.6","","0.0","","","M","","M","0.0","T","","","29","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-18","2019","09","18","","16.7","","5.0","","10.9","","7.1","","0.0","","","M","","M","1.2","","","","35","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-19","2019","09","19","","15.5","","7.9","","11.7","","6.3","","0.0","","","M","","M","10.5","","","","18","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-20","2019","09","20","","15.7","","7.5","","11.6","","6.4","","0.0","","","M","","M","0.2","","","","33","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-21","2019","09","21","","20.0","","4.2","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-22","2019","09","22","","22.6","","7.7","","15.2","","2.8","","0.0","","0.0","","0.0","","0.0","","","","27","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-23","2019","09","23","","16.2","","7.4","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","","","1","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-24","2019","09","24","","16.0","","5.6","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","","","26","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-25","2019","09","25","","16.6","","3.6","","10.1","","7.9","","0.0","","0.0","","0.0","","0.0","","","","28","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-26","2019","09","26","","11.0","","2.7","","6.9","","11.1","","0.0","","","M","","M","2.2","","","","34","","67",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-27","2019","09","27","","4.3","","-2.6","","0.9","","17.1","","0.0","","1.9","","1.5","","3.4","","0","T","4","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-28","2019","09","28","","-0.9","","-3.5","","-2.2","","20.2","","0.0","","0.0","","4.5","","3.6","","1","","3","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-29","2019","09","29","","-1.6","","-3.0","","-2.3","","20.3","","0.0","","0.0","","24.6","","20.4","","5","","2","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-30","2019","09","30","","0.2","","-4.6","","-2.2","","20.2","","0.0","","0.0","","3.8","","2.9","","26","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-01","2019","10","01","","4.2","","-7.2","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-02","2019","10","02","","9.5","","-3.6","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-03","2019","10","03","","10.3","","-2.7","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-04","2019","10","04","","13.8","","-0.4","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","","","27","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-05","2019","10","05","","13.4","","5.2","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","27","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-06","2019","10","06","","17.1","","6.2","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","27","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-07","2019","10","07","","17.8","","2.1","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","","","35","","78",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-08","2019","10","08","","2.5","","-6.8","","-2.2","","20.2","","0.0","","0.0","","8.3","","7.2","","2","","2","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-09","2019","10","09","","-3.4","","-8.2","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-10","2019","10","10","","3.5","","-10.7","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-11","2019","10","11","","6.5","","-6.7","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","1","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-12","2019","10","12","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-13","2019","10","13","","8.3","","0.2","","4.3","","13.7","","0.0","","","M","","M","0.0","T","0","T","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-14","2019","10","14","","4.9","","-1.9","","1.5","","16.5","","0.0","","","M","","M","0.0","T","","","35","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-15","2019","10","15","","11.1","","-2.9","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","","","29","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-16","2019","10","16","","18.3","","5.6","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","27","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-17","2019","10","17","","14.5","","1.9","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","","","28","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-18","2019","10","18","","12.0","","-0.1","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","","","30","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-19","2019","10","19","","8.6","","0.3","","4.5","","13.5","","0.0","","","M","","M","0.0","T","","","32","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-20","2019","10","20","","7.5","","-5.6","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-21","2019","10","21","","10.8","","-3.3","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","","","28","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-22","2019","10","22","","13.7","","-2.6","","5.6","","12.4","","0.0","","","M","","M","0.0","T","","","29","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-23","2019","10","23","","6.5","","-1.3","","2.6","","15.4","","0.0","","","M","","M","0.0","T","","","34","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-24","2019","10","24","","15.4","","-1.6","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","27","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-25","2019","10","25","","18.1","","0.8","","9.5","","8.5","","0.0","","0.5","","0.4","","0.9","","","","33","","85",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-26","2019","10","26","","1.0","","-5.4","","-2.2","","20.2","","0.0","","0.0","","1.0","","0.8","","1","E","33","","72",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-27","2019","10","27","","3.2","","-7.3","","-2.1","","20.1","","0.0","","0.0","","2.0","","1.6","","2","E","35","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-28","2019","10","28","","-2.7","","-12.6","","-7.7","","25.7","","0.0","","0.0","","3.8","","3.3","","5","","36","","67",""
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-29","2019","10","29","","-3.2","","-16.6","","-9.9","","27.9","","0.0","","0.0","","0.0","T","0.0","T","3","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2019-10-30","2019","10","30","","8.9","","-11.4","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
