WKT,id
"MULTIPOLYGON (((-114.094871720003 51.0477927814849,-114.091971477089 51.0477474651893,-114.090793253405 51.0483365770313,-114.088436806037 51.0490616377599,-114.085627195713 51.0498773310796,-114.084902134985 51.0501945451483,-114.083995809074 51.0506023918082,-114.083995809074 51.0510555547635,-114.083270748345 51.05159935031,-114.082273789844 51.0519618806743,-114.080959617273 51.0527322576984,-114.079826709885 51.0527322576984,-114.078421904723 51.0536838999047,-114.077560895108 51.0539557976779,-114.076745201788 51.0545902258154,-114.074343438125 51.0557684494994,-114.07185104187 51.0565388265235,-114.069630543389 51.0568560405923,-114.066911565657 51.0565388265235,-114.065778658268 51.0556325006128,-114.064419169402 51.0538651650868,-114.063875373856 51.0529588391761,-114.061065763532 51.0520525132654,-114.058528050982 51.0513727688323,-114.055084012521 51.0506477081037,-114.052002504425 51.0495601170108,-114.04951010817 51.0485178422135,-114.046111386005 51.0470677207563,-114.042214184589 51.0458894970723,-114.041262542383 51.0453457015259,-114.041851654225 51.0448925385705,-114.042757980135 51.0438502637731,-114.043573673455 51.0425814074981,-114.044525315661 51.0414938164052,-114.045975437118 51.0408593882677,-114.048150619304 51.0394092668105,-114.048966312624 51.0385029408998,-114.049782005944 51.0375512986935,-114.050189852603 51.0360105446452,-114.050189852603 51.0351042187345,-114.049963271126 51.0342885254148,-114.050053903717 51.0339259950505,-114.050099220012 51.0337900461639,-114.049782005944 51.0334275157996,-114.049963271126 51.0326118224799,-114.050189852603 51.0317054965692,-114.050914913332 51.0307991706585,-114.051458708878 51.0302100588165,-114.052410351085 51.0303006914076,-114.05367920736 51.0310257521361,-114.054313635497 51.0317054965692,-114.057259194707 51.0329290365487,-114.058165520618 51.0335634646862,-114.059071846529 51.0346057394836,-114.059615642075 51.0352854839166,-114.060703233168 51.0357839631675,-114.061790824261 51.0361011772363,-114.062833099058 51.0360105446452,-114.064419169402 51.0361011772363,-114.065234862722 51.0361011772363,-114.066684984179 51.0354214328032,-114.067274096021 51.0348776372568,-114.06759131009 51.0346510557791,-114.067681942681 51.0342432091193,-114.071579144097 51.0342432091193,-114.071715092983 51.0377325638756,-114.094962352594 51.0376872475801,-114.094962352594 51.0376872475801,-114.094962352594 51.0376872475801,-114.094871720003 51.0477927814849)))",Downtown
